district,year,att_on_Business,att_on_Government_General,att_on_Police,att_on_Military,att_on_No_Name,att_on_Airports_Aircraft,att_on_Government_Diplomatic,att_on_Educational_Inst,att_on_Food_or_Water_Supply,att_on_Journalists_Media,att_on_Maritime,att_on_NGO,att_on_Other,att_on_Private_Citizens_Prop,att_on_Religious_Figures_Inst,att_on_Telecommunication,att_on_Terror_Non_State_M,att_on_Tourists,att_on_Transportation,att_on_Unknown,att_on_Utilities,att_on_Violent_Political_Party,attack_type_8_success,attack_type_8_fail,total_attacks,nkill,nwound,property,total_pop2,total_pop_982,total_att_on_law_enf,total_attcks_calculated,total_att_others,province
Chagai,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2718204,1254408,0,1,0,Balochistan
Chakwal,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16436316,11857188,1,2,0,Punjab
Chaman,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5214732,1822248,0,0,0,Balochistan
Charsadda,2010,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,11,5,0,7,19331520,12268368,1,7,1,Khyber Pakhtunkhwa
Chiniot,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16423908,11581488,0,0,0,Punjab
Chitral Lower,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3,0,0,5653176,3640428,0,2,0,Khyber Pakhtunkhwa
Chitral Upper,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3843888,2719812,0,0,0,Khyber Pakhtunkhwa
D. I. Khan,2010,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,14,2,20160204,10641108,1,2,1,Khyber Pakhtunkhwa
Dadu,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,12,1,18604680,13280604,0,1,0,Sindh
Darel,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,2568000,0,0,0,Gilgit Baltistan
Dera Bugti,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,5,2,12,3,2369328,1282344,0,4,1,Balochistan
Dera Ghazi Khan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33493404,19322892,0,0,0,Punjab
Diamir,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583100,3240000,0,0,0,Gilgit Baltistan
Duki,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835724,1391712,0,0,0,Balochistan
East Karachi,2010,3,20,4,2,0,0,0,1,1,0,0,0,0,15,2,0,2,0,5,0,0,17,1,0,73,103,177,12,15854796,9553128,6,34,44,Sindh
Faisalabad,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94589328,65154564,0,0,0,Punjab
Ghanche,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060380,1919988,0,0,0,Gilgit Baltistan
Ghizer,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442736,2040000,0,0,0,Gilgit Baltistan
Ghotki,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,19784496,11625564,0,0,1,Sindh
Gilgit,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1743264,3480000,0,0,2,Gilgit Baltistan
Gujranwala,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26454444,19065636,0,0,0,Punjab
Gujrat,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33075468,24576096,0,0,0,Punjab
Gupis-Yasin,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348000,1146900,0,0,0,Gilgit Baltistan
Gwadar,2010,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,6,1,11,3,3147036,2225976,0,2,4,Balochistan
Hafizabad,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13883448,9995760,0,0,0,Punjab
Hangu,2010,2,4,3,0,0,0,1,2,0,1,0,0,0,9,0,0,1,0,1,0,0,0,2,0,26,61,85,10,6225732,3774348,3,21,6,Khyber Pakhtunkhwa
Haripur,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23803200,16513116,0,1,0,Khyber Pakhtunkhwa
Harnai,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768672,617784,0,0,0,Balochistan
Haveli,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680336,1032888,0,0,0,Azad Kashmir
Hunza,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559968,600000,0,0,0,Gilgit Baltistan
Hyderabad,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,26399136,17938392,0,0,2,Sindh
Islamabad,2010,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,17,105,2,24040416,9662820,2,8,0,Islamabad
Jacobabad,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12084108,8726280,0,0,0,Sindh
Jaffarabad,2010,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,17,3,6167664,3495480,1,4,0,Balochistan
Jamshoro,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11926896,6985128,0,0,0,Sindh
Jhal Magsi,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673508,1180548,0,0,0,Balochistan
Jhang,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32911596,22433052,0,0,0,Punjab
Jhelum,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14668836,11243484,0,0,0,Punjab
Jhelum Valley,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561828,345360,0,0,0,Azad Kashmir
Kachhi,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,10,5,2,2837676,2393484,1,2,3,Balochistan
Kalat,2010,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,11,6,2,1549128,1038780,1,4,3,Balochistan
Kambar Shahdad Kot,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,16381884,10891884,0,2,0,Sindh
Karak,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464344,5169552,0,0,0,Khyber Pakhtunkhwa
Kashmore,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084032,8125440,0,0,0,Sindh
Kasur,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41458572,28254072,0,0,0,Punjab
Kech,2010,1,2,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,16,13,2,9206748,3815628,1,8,3,Balochistan
Khairpur,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,2,29157312,18573456,0,0,3,Sindh
Khanewal,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35042796,24821880,0,0,0,Punjab
Kharan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953192,1162800,0,0,0,Balochistan
Kharmang,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503352,600000,0,0,0,Gilgit Baltistan
Khushab,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15419712,10691580,0,0,0,Punjab
Khuzdar,2010,5,9,3,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,26,16,27,12,7870188,3905208,3,15,12,Balochistan
Khyber,2010,0,3,1,2,0,0,0,8,0,0,0,0,0,9,3,0,2,0,3,0,1,0,8,0,40,83,186,20,12278580,6908916,3,25,10,Khyber Pakhtunkhwa
Killa Abdullah,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885516,2506440,0,0,0,Balochistan
Killa Saifullah,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2532684,1300104,0,0,1,Balochistan
Kohat,2010,5,1,1,0,0,0,0,16,0,0,0,0,0,27,1,0,3,0,2,0,1,0,16,0,73,218,271,38,15779928,9131100,1,53,5,Khyber Pakhtunkhwa
Kohistan Lower,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3919620,1058988,0,0,0,Khyber Pakhtunkhwa
Kohistan Upper,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4976508,3013392,0,0,0,Khyber Pakhtunkhwa
Kohlu,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1926012,930276,0,1,0,Balochistan
Kolai Palas Kohistan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4185480,2531364,0,0,0,Khyber Pakhtunkhwa
Korangi Karachi,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26318004,16156920,0,0,0,Sindh
Kotli,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504656,924912,0,0,0,Azad Kashmir
Kurram,2010,1,2,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,1,0,0,0,1,0,14,37,12,5,7384464,5379720,0,10,3,Khyber Pakhtunkhwa
Lahore,2010,10,0,7,1,0,0,0,0,0,1,0,0,0,4,6,0,0,0,0,0,0,0,0,0,29,242,719,20,63435816,37657548,8,30,7,Punjab
Lakki Marwat,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,100,87,2,10665312,5976420,0,2,1,Khyber Pakhtunkhwa
Larkana,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18261432,12019296,0,1,0,Sindh
Lasbela,2010,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,20,4,6915252,3752340,0,5,1,Balochistan
Lehri,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415388,1063188,0,0,0,Balochistan
Leiah,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21887940,13451412,0,0,0,Punjab
Lodhran,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20396316,14061600,0,0,0,Punjab
Loralai,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2933352,1610052,0,1,0,Balochistan
Lower Dir,2010,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,49,112,2,21091932,11720760,1,5,1,Khyber Pakhtunkhwa
Malakand,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3686844,2266296,0,0,1,Khyber Pakhtunkhwa
Malir Karachi,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7481172,3967632,0,0,0,Sindh
Mandi Bahauddin,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19128468,13926624,0,0,0,Punjab
Mansehra,2010,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,14,17,4,23020968,14413080,0,3,2,Khyber Pakhtunkhwa
Mardan,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,6,2,8,5,36799512,22634700,0,3,2,Khyber Pakhtunkhwa
Mastung,2010,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,9,5,2,6,2721792,1569324,0,3,5,Balochistan
Matiari,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240480,5930928,0,0,0,Sindh
Mianwali,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18511212,12679440,0,0,0,Punjab
Mirpur,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344772,281040,0,0,0,Azad Kashmir
Mirpur Khas,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18053280,12075948,0,0,1,Sindh
Mohmand,2010,3,3,2,2,0,0,1,41,2,0,0,0,0,16,1,0,0,0,0,0,0,0,41,0,112,211,205,57,6530064,3943704,4,71,4,Khyber Pakhtunkhwa
Multan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56953992,37402212,0,0,0,Punjab
Musakhel,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630848,1310808,0,0,0,Balochistan
Muzaffarabad,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230652,1905600,0,0,0,Azad Kashmir
Muzaffargarh,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51942588,31630836,0,0,0,Punjab
Nagar,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616656,840000,0,0,0,Gilgit Baltistan
Nankana Sahib,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16259832,12538380,0,0,0,Punjab
Narowal,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20490900,15181164,0,0,0,Punjab
Nasirabad,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,7,9,1,5697264,2935548,0,2,2,Balochistan
Naushahro Feroze,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,19344564,13050852,0,0,1,Sindh
Neelum,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911856,570756,0,0,0,Azad Kashmir
North Waziristan,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,17,38,0,0,7022508,4664400,0,16,1,Khyber Pakhtunkhwa
Nowshera,2010,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,1,3,19660212,11547540,0,2,2,Khyber Pakhtunkhwa
Nushki,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2147364,1176360,0,1,0,Balochistan
Okara,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36489912,26795904,0,0,0,Punjab
Orakzai,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3051636,2705292,0,0,0,Khyber Pakhtunkhwa
Pakpattan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21890736,15440160,0,0,0,Punjab
Panjgur,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,9,1,3784236,2808612,0,4,0,Balochistan
Peshawar,2010,7,6,4,2,0,1,2,28,0,1,0,0,0,21,5,0,7,0,2,0,2,0,26,2,116,93,215,51,44696172,27474696,6,77,17,Khyber Pakhtunkhwa
Pishin,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8842836,4520736,0,0,0,Balochistan
Poonch,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,14,0,1363176,837936,0,1,0,Azad Kashmir
Quetta,2010,13,10,3,0,0,0,0,4,0,1,0,0,0,15,1,0,0,0,2,0,4,0,4,0,57,116,275,34,27233676,9294564,3,38,18,Balochistan
Rahim Yar Khan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48065088,29836728,0,0,0,Punjab
Rajanpur,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24507336,13653900,0,0,0,Punjab
Rawalpindi,2010,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,6,22,11,2,64828560,40366932,1,5,1,Punjab
Rondu,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000,473880,0,0,0,Gilgit Baltistan
Sahiwal,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34244472,25089588,0,0,0,Punjab
Sanghar,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24598476,15838572,0,0,0,Sindh
Sargodha,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,14,1,40266204,29020488,0,0,1,Punjab
Shaheed Benazir Abad,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,20111544,13231524,0,0,1,Sindh
Shaheed Sikandarabad,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,7,1,2410284,1120812,0,1,2,Balochistan
Shangla,2010,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,12031164,7007112,0,0,2,Khyber Pakhtunkhwa
Sheikhupura,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41520048,27313968,0,0,0,Punjab
Sherani,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835424,980208,0,0,0,Balochistan
Shigar,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543864,840000,0,0,0,Gilgit Baltistan
Shikarpur,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,4,1,12378528,8341068,1,2,1,Sindh
Sialkot,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46739256,32681772,0,0,0,Punjab
Sibi,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,1500156,1111980,0,1,0,Balochistan
Skardu,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530960,3120000,0,0,0,Gilgit Baltistan
Sohbatpur,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641208,497352,0,0,0,Balochistan
South Karachi,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21568524,15835896,0,0,0,Sindh
South Waziristan,2010,1,0,1,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,9,48,46,4,8102580,5158092,3,10,1,Khyber Pakhtunkhwa
Sudhnoti,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474296,931656,0,0,0,Azad Kashmir
Sujawal,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9348744,6164424,0,0,0,Sindh
Sukkur,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17860464,11176644,0,0,0,Sindh
Swabi,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,19505724,12321648,0,1,0,Khyber Pakhtunkhwa
Swat,2010,1,3,0,0,0,0,0,2,0,0,0,1,0,7,0,0,1,0,1,0,0,0,2,0,18,13,45,5,31651368,17782080,0,11,5,Khyber Pakhtunkhwa
Tando Allahyar,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10062324,5922312,0,0,0,Sindh
Tando Muhammad Khan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8125176,5263488,0,0,0,Sindh
Tangir,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,375084,0,0,0,Gilgit Baltistan
Tank,2010,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5119416,3124080,0,2,2,Khyber Pakhtunkhwa
Tharparkar,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19764432,10971492,0,0,0,Sindh
Thatta,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11785656,7193904,0,0,0,Sindh
Toba Tek Singh,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25356672,18471420,0,0,0,Punjab
Tor Ghar,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056188,2096184,0,0,0,Khyber Pakhtunkhwa
Umer Kot,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12881628,7977564,0,0,0,Sindh
Upper Dir,2010,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,7,3,2,3,17315856,8580348,0,4,0,Khyber Pakhtunkhwa
Vehari,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34824972,25084992,0,0,0,Punjab
Washuk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777968,1084416,0,0,0,Balochistan
West Karachi,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21076224,12874704,0,0,0,Sindh
Zhob,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3037272,1847916,0,0,1,Balochistan
Ziarat,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921140,968976,0,0,0,Balochistan
Abbottabad,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19226844,12553320,0,0,0,Khyber Pakhtunkhwa
Astore,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859992,1200000,0,0,0,Gilgit Baltistan
Attock,2011,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,22636536,15299220,4,8,0,Punjab
Awaran,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1241172,1148916,0,1,1,Balochistan
Badin,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21544800,13422120,0,0,0,Sindh
Bagh,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058792,1244700,0,0,0,Azad Kashmir
Bahawalnagar,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35707872,24737364,0,0,0,Punjab
Bahawalpur,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37119480,24552636,0,0,0,Punjab
Bajaur,2011,0,0,2,0,0,0,0,3,0,0,0,1,0,10,0,0,3,0,0,1,0,0,2,1,23,45,33,12,13091844,7142724,2,20,2,Khyber Pakhtunkhwa
Bannu,2011,1,1,2,1,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,13,13,15,7,16977264,9935136,3,12,2,Khyber Pakhtunkhwa
Barkhan,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2052300,1242540,0,1,0,Balochistan
Batagram,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5720988,3687336,0,0,0,Khyber Pakhtunkhwa
